Country,COW,COW#,World Bank,Year,Amnesty,State Dept.
"Israel, occupied territories only",,666.002,,2008,5,5
"Israel, occupied territories only",,666.002,,2009,5,5
"Israel, occupied territories only",,666.002,,2010,4,4
"Israel, occupied territories only",,666.002,,2011,4,4
Palestinian Authority,,666.003,,1994,4,
Palestinian Authority,,666.003,,1995,4,
Palestinian Authority,,666.003,,1996,4,3
Palestinian Authority,,666.003,,1997,4,3
Palestinian Authority,,666.003,,1998,4,3
Palestinian Authority,,666.003,,1999,3,4
Palestinian Authority,,666.003,,2000,4,4
Palestinian Authority,,666.003,,2001,4,4
Palestinian Authority,,666.003,,2002,4,4
Palestinian Authority,,666.003,,2003,3,4
Palestinian Authority,,666.003,,2004,3,4
Palestinian Authority,,666.003,,2005,4,4
Palestinian Authority,,666.003,,2006,4,4
Palestinian Authority,,666.003,,2007,4,3
Palestinian Authority,,666.003,,2008,4,4
Palestinian Authority,,666.003,,2009,4,4
Palestinian Authority,,666.003,,2010,4,4
Palestinian Authority,,666.003,,2011,4,4
Hamas/Gaza,,666.004,,2011,4,
Saudi Arabia,SAU,670,SAU,1976,3,1
Saudi Arabia,SAU,670,SAU,1977, ,2
Saudi Arabia,SAU,670,SAU,1978, ,1
Saudi Arabia,SAU,670,SAU,1979, ,2
Saudi Arabia,SAU,670,SAU,1980,3,2
Saudi Arabia,SAU,670,SAU,1981, ,2
Saudi Arabia,SAU,670,SAU,1982, ,2
Saudi Arabia,SAU,670,SAU,1983,3,2
Saudi Arabia,SAU,670,SAU,1984,3,2
Saudi Arabia,SAU,670,SAU,1985,3,2
Saudi Arabia,SAU,670,SAU,1986,3,2
Saudi Arabia,SAU,670,SAU,1987,3,3
Saudi Arabia,SAU,670,SAU,1988,3,2
Saudi Arabia,SAU,670,SAU,1989,3,2
Saudi Arabia,SAU,670,SAU,1990,3,2
Saudi Arabia,SAU,670,SAU,1991,3,2
Saudi Arabia,SAU,670,SAU,1992,2,3
Saudi Arabia,SAU,670,SAU,1993,3,3
Saudi Arabia,SAU,670,SAU,1994,3,2
Saudi Arabia,SAU,670,SAU,1995,4,3
Saudi Arabia,SAU,670,SAU,1996,3,2
Saudi Arabia,SAU,670,SAU,1997,4,2
Saudi Arabia,SAU,670,SAU,1998,4,3
Saudi Arabia,SAU,670,SAU,1999,4,3
Saudi Arabia,SAU,670,SAU,2000,3,3
Saudi Arabia,SAU,670,SAU,2001,3,3
Saudi Arabia,SAU,670,SAU,2002,3,3
Saudi Arabia,SAU,670,SAU,2003,3,3
Saudi Arabia,SAU,670,SAU,2004,3,3
Saudi Arabia,SAU,670,SAU,2005,3,3
Saudi Arabia,SAU,670,SAU,2006,3,3
Saudi Arabia,SAU,670,SAU,2007,4,3
Saudi Arabia,SAU,670,SAU,2008,4,3
Saudi Arabia,SAU,670,SAU,2009,4,4
Saudi Arabia,SAU,670,SAU,2010,4,3
Saudi Arabia,SAU,670,SAU,2011,4,3
North Yemen,Yem-north,678,,1976, ,2
North Yemen,Yem-north,678,,1977, ,2
North Yemen,Yem-north,678,,1978, ,2
North Yemen,Yem-north,678,,1979, ,3
North Yemen,Yem-north,678,,1980, ,3
North Yemen,Yem-north,678,,1981, ,3
North Yemen,Yem-north,678,,1982, ,3
North Yemen,Yem-north,678,,1983, ,3
North Yemen,Yem-north,678,,1984, ,3
North Yemen,Yem-north,678,,1985,2,2
North Yemen,Yem-north,678,,1986, ,4
North Yemen,Yem-north,678,,1987,3,3
North Yemen,Yem-north,678,,1988,3,4
North Yemen,Yem-north,678,,1989,3,3
Yemen,YEM,679,YEM**,1990,2,3
Yemen,YEM,679,YEM**,1991,2,3
Yemen,YEM,679,YEM**,1992,3,3
Yemen,YEM,679,YEM**,1993,3,3
Yemen,YEM,679,YEM**,1994,4,4
Yemen,YEM,679,YEM**,1995,4,2
Yemen,YEM,679,YEM**,1996,3,2
Yemen,YEM,679,YEM**,1997,3,3
Yemen,YEM,679,YEM**,1998,3,3
Yemen,YEM,679,YEM**,1999,2,3
Yemen,YEM,679,YEM**,2000,3,3
Yemen,YEM,679,YEM**,2001, ,3
Yemen,YEM,679,YEM**,2002, ,3
Yemen,YEM,679,YEM**,2003,3,3
Yemen,YEM,679,YEM**,2004,4,4
Yemen,YEM,679,YEM**,2005,4,4
Yemen,YEM,679,YEM**,2006,3,3
Yemen,YEM,679,YEM**,2007,4,4
Yemen,YEM,679,YEM**,2008,4,4
Yemen,YEM,679,YEM**,2009,4,4
Yemen,YEM,679,YEM**,2010,5,4
Yemen,YEM,679,YEM**,2011,5,4
SouthYemen,Yemen-South,680,,1976,3, 
SouthYemen,Yemen-South,680,,1977,3, 
SouthYemen,Yemen-South,680,,1978, , 
SouthYemen,Yemen-South,680,,1979,3,3
SouthYemen,Yemen-South,680,,1980,3,3
SouthYemen,Yemen-South,680,,1981,3,3
SouthYemen,Yemen-South,680,,1982,2,3
SouthYemen,Yemen-South,680,,1983,2,3
SouthYemen,Yemen-South,680,,1984,2,3
SouthYemen,Yemen-South,680,,1985,3,3
SouthYemen,Yemen-South,680,,1986,4,5
SouthYemen,Yemen-South,680,,1987,3,3
SouthYemen,Yemen-South,680,,1988,3,3
SouthYemen,Yemen-South,680,,1989, , 
Kuwait,KUW,690,KWT,1976,1,1
Kuwait,KUW,690,KWT,1977, ,1
Kuwait,KUW,690,KWT,1978, ,1
Kuwait,KUW,690,KWT,1979, ,1
Kuwait,KUW,690,KWT,1980, , 
Kuwait,KUW,690,KWT,1981, ,1
Kuwait,KUW,690,KWT,1982, ,1
Kuwait,KUW,690,KWT,1983,3,1
Kuwait,KUW,690,KWT,1984,2, 
Kuwait,KUW,690,KWT,1985,3,2
Kuwait,KUW,690,KWT,1986,2,2
Kuwait,KUW,690,KWT,1987,2,2
Kuwait,KUW,690,KWT,1988,1,2
Kuwait,KUW,690,KWT,1989,2,2
Kuwait,KUW,690,KWT,1990,5,5
Kuwait,KUW,690,KWT,1991,4,5
Kuwait,KUW,690,KWT,1992,3, 
Kuwait,KUW,690,KWT,1993,3,3
Kuwait,KUW,690,KWT,1994,3,2
Kuwait,KUW,690,KWT,1995,3,2
Kuwait,KUW,690,KWT,1996,2,2
Kuwait,KUW,690,KWT,1997,2,2
Kuwait,KUW,690,KWT,1998,2,2
Kuwait,KUW,690,KWT,1999,2,1
Kuwait,KUW,690,KWT,2000,2,1
Kuwait,KUW,690,KWT,2001,2,1
Kuwait,KUW,690,KWT,2002,2,2
Kuwait,KUW,690,KWT,2003,2,2
Kuwait,KUW,690,KWT,2004,2,2
Kuwait,KUW,690,KWT,2005,2,2
Kuwait,KUW,690,KWT,2006,2,2
Kuwait,KUW,690,KWT,2007,2,2
Kuwait,KUW,690,KWT,2008,1,2
Kuwait,KUW,690,KWT,2009,2,2
Kuwait,KUW,690,KWT,2010,2,2
Kuwait,KUW,690,KWT,2011,2,2
Bahrain,BAH,692,BHR,1976,3,2
Bahrain,BAH,692,BHR,1977,3,2
Bahrain,BAH,692,BHR,1978,3,2
Bahrain,BAH,692,BHR,1979,3,2
Bahrain,BAH,692,BHR,1980,3,2
Bahrain,BAH,692,BHR,1981,3,2
Bahrain,BAH,692,BHR,1982,3,3
Bahrain,BAH,692,BHR,1983,3,3
Bahrain,BAH,692,BHR,1984,3,3
Bahrain,BAH,692,BHR,1985,3,2
Bahrain,BAH,692,BHR,1986,3,2
Bahrain,BAH,692,BHR,1987,3,3
Bahrain,BAH,692,BHR,1988,3,3
Bahrain,BAH,692,BHR,1989,3,3
Bahrain,BAH,692,BHR,1990,3,3
Bahrain,BAH,692,BHR,1991,3,2
Bahrain,BAH,692,BHR,1992,2,2
Bahrain,BAH,692,BHR,1993,2,2
Bahrain,BAH,692,BHR,1994,3,2
Bahrain,BAH,692,BHR,1995,4,3
Bahrain,BAH,692,BHR,1996,4,2
Bahrain,BAH,692,BHR,1997,2,3
Bahrain,BAH,692,BHR,1998,2,3
Bahrain,BAH,692,BHR,1999,2,3
Bahrain,BAH,692,BHR,2000,2,3
Bahrain,BAH,692,BHR,2001,1,1
Bahrain,BAH,692,BHR,2002,2,2
Bahrain,BAH,692,BHR,2003,1,1
Bahrain,BAH,692,BHR,2004,1,1
Bahrain,BAH,692,BHR,2005,2,1
Bahrain,BAH,692,BHR,2006,2,1
Bahrain,BAH,692,BHR,2007,2,2
Bahrain,BAH,692,BHR,2008,2,2
Bahrain,BAH,692,BHR,2009,2,1
Bahrain,BAH,692,BHR,2010,2,3
Bahrain,BAH,692,BHR,2011,3,3
Qatar,QAT,694,QAT,1976, , 
Qatar,QAT,694,QAT,1977, , 
Qatar,QAT,694,QAT,1978, ,1
Qatar,QAT,694,QAT,1979, ,1
Qatar,QAT,694,QAT,1980, ,1
Qatar,QAT,694,QAT,1981, ,1
Qatar,QAT,694,QAT,1982, ,2
Qatar,QAT,694,QAT,1983, ,2
Qatar,QAT,694,QAT,1984, ,2
Qatar,QAT,694,QAT,1985, ,2
Qatar,QAT,694,QAT,1986, ,2
Qatar,QAT,694,QAT,1987, ,1
Qatar,QAT,694,QAT,1988, ,1
Qatar,QAT,694,QAT,1989, ,1
Qatar,QAT,694,QAT,1990, ,1
Qatar,QAT,694,QAT,1991, ,2
Qatar,QAT,694,QAT,1992,1,1
Qatar,QAT,694,QAT,1993,1,1
Qatar,QAT,694,QAT,1994,2,1
Qatar,QAT,694,QAT,1995, ,1
Qatar,QAT,694,QAT,1996,2,1
Qatar,QAT,694,QAT,1997,2,1
Qatar,QAT,694,QAT,1998,2,1
Qatar,QAT,694,QAT,1999,2,1
Qatar,QAT,694,QAT,2000,1,2
Qatar,QAT,694,QAT,2001,2,1
Qatar,QAT,694,QAT,2002,2,1
Qatar,QAT,694,QAT,2003,1,1
Qatar,QAT,694,QAT,2004, ,1
Qatar,QAT,694,QAT,2005,2,1
Qatar,QAT,694,QAT,2006,2,1
Qatar,QAT,694,QAT,2007,2,2
Qatar,QAT,694,QAT,2008,2,1
Qatar,QAT,694,QAT,2009,2,1
Qatar,QAT,694,QAT,2010,1,1
Qatar,QAT,694,QAT,2011,1,1
United Arab Emirates,UAE,696,ARE,1976, , 
United Arab Emirates,UAE,696,ARE,1977, ,1
United Arab Emirates,UAE,696,ARE,1978, ,1
United Arab Emirates,UAE,696,ARE,1979, ,1
United Arab Emirates,UAE,696,ARE,1980, ,1
United Arab Emirates,UAE,696,ARE,1981, ,1
United Arab Emirates,UAE,696,ARE,1982, ,1
United Arab Emirates,UAE,696,ARE,1983, ,1
United Arab Emirates,UAE,696,ARE,1984,1,1
United Arab Emirates,UAE,696,ARE,1985,1,1
United Arab Emirates,UAE,696,ARE,1986,1,1
United Arab Emirates,UAE,696,ARE,1987,2,1
United Arab Emirates,UAE,696,ARE,1988,2,1
United Arab Emirates,UAE,696,ARE,1989,2,1
United Arab Emirates,UAE,696,ARE,1990,2,1
United Arab Emirates,UAE,696,ARE,1991,2,2
United Arab Emirates,UAE,696,ARE,1992,1,2
United Arab Emirates,UAE,696,ARE,1993,1,1
United Arab Emirates,UAE,696,ARE,1994,1,1
United Arab Emirates,UAE,696,ARE,1995,2,1
United Arab Emirates,UAE,696,ARE,1996,2,1
United Arab Emirates,UAE,696,ARE,1997,2,2
United Arab Emirates,UAE,696,ARE,1998,2,2
United Arab Emirates,UAE,696,ARE,1999,2,1
United Arab Emirates,UAE,696,ARE,2000,2,1
United Arab Emirates,UAE,696,ARE,2001,2,2
United Arab Emirates,UAE,696,ARE,2002,3,2
United Arab Emirates,UAE,696,ARE,2003,2,2
United Arab Emirates,UAE,696,ARE,2004,2,2
United Arab Emirates,UAE,696,ARE,2005,2,2
United Arab Emirates,UAE,696,ARE,2006,2,2
United Arab Emirates,UAE,696,ARE,2007,2,2
United Arab Emirates,UAE,696,ARE,2008,2,2
United Arab Emirates,UAE,696,ARE,2009,2,1
United Arab Emirates,UAE,696,ARE,2010,1,2
United Arab Emirates,UAE,696,ARE,2011,1,2
Oman,OMA,698,OMN,1976,1,1
Oman,OMA,698,OMN,1977, ,1
Oman,OMA,698,OMN,1978, ,2
Oman,OMA,698,OMN,1979, ,2
Oman,OMA,698,OMN,1980, ,2
Oman,OMA,698,OMN,1981, ,2
Oman,OMA,698,OMN,1982, ,2
Oman,OMA,698,OMN,1983, ,2
Oman,OMA,698,OMN,1984, ,2
Oman,OMA,698,OMN,1985, ,2
Oman,OMA,698,OMN,1986, ,2
Oman,OMA,698,OMN,1987, ,2
Oman,OMA,698,OMN,1988, ,1
Oman,OMA,698,OMN,1989, ,2
Oman,OMA,698,OMN,1990, ,1
Oman,OMA,698,OMN,1991, ,1
Oman,OMA,698,OMN,1992, , 
Oman,OMA,698,OMN,1993, ,1
Oman,OMA,698,OMN,1994,2,2
Oman,OMA,698,OMN,1995,2,2
Oman,OMA,698,OMN,1996, ,2
Oman,OMA,698,OMN,1997, ,2
Oman,OMA,698,OMN,1998,2,2
Oman,OMA,698,OMN,1999,2,2
Oman,OMA,698,OMN,2000, ,1
Oman,OMA,698,OMN,2001,2,2
Oman,OMA,698,OMN,2002, ,1
Oman,OMA,698,OMN,2003, ,2
Oman,OMA,698,OMN,2004, ,1
Oman,OMA,698,OMN,2005,2,1
Oman,OMA,698,OMN,2006,1,1
Oman,OMA,698,OMN,2007, ,1
Oman,OMA,698,OMN,2008,1,1
Oman,OMA,698,OMN,2009,1,1
Oman,OMA,698,OMN,2010,1,1
Oman,OMA,698,OMN,2011,2,1
Afghanistan,AFG,700,AFG,1976,2,2
Afghanistan,AFG,700,AFG,1977,4,2
Afghanistan,AFG,700,AFG,1978,4,3
Afghanistan,AFG,700,AFG,1979,5,5
Afghanistan,AFG,700,AFG,1980,5,5
Afghanistan,AFG,700,AFG,1981,5,5
Afghanistan,AFG,700,AFG,1982,5,5
Afghanistan,AFG,700,AFG,1983,5,5
Afghanistan,AFG,700,AFG,1984,4,5
Afghanistan,AFG,700,AFG,1985,5,5
Afghanistan,AFG,700,AFG,1986,5,5
Afghanistan,AFG,700,AFG,1987,4,5
Afghanistan,AFG,700,AFG,1988,4,5
Afghanistan,AFG,700,AFG,1989,4,5
Afghanistan,AFG,700,AFG,1990,4,4
Afghanistan,AFG,700,AFG,1991,4,5
Afghanistan,AFG,700,AFG,1992,4,5
Afghanistan,AFG,700,AFG,1993,4,5
Afghanistan,AFG,700,AFG,1994,5,5
Afghanistan,AFG,700,AFG,1995,5,5
Afghanistan,AFG,700,AFG,1996,4,5
Afghanistan,AFG,700,AFG,1997,5,5
Afghanistan,AFG,700,AFG,1998,5,5
Afghanistan,AFG,700,AFG,1999,5,5
Afghanistan,AFG,700,AFG,2000,5,5
Afghanistan,AFG,700,AFG,2001,5,5
Afghanistan,AFG,700,AFG,2002,5,4
Afghanistan,AFG,700,AFG,2003,4,4
Afghanistan,AFG,700,AFG,2004,4,5
Afghanistan,AFG,700,AFG,2005,5,5
Afghanistan,AFG,700,AFG,2006,5,5
Afghanistan,AFG,700,AFG,2007,5,5
Afghanistan,AFG,700,AFG,2008,5,5
Afghanistan,AFG,700,AFG,2009,5,5
Afghanistan,AFG,700,AFG,2010,5,4
Afghanistan,AFG,700,AFG,2011,5,5
Turkmenistan,TKM,701,TKM,1991, , 
Turkmenistan,TKM,701,TKM,1992,1,2
Turkmenistan,TKM,701,TKM,1993,1,1
Turkmenistan,TKM,701,TKM,1994,1,2
Turkmenistan,TKM,701,TKM,1995,2,2
Turkmenistan,TKM,701,TKM,1996,2,2
Turkmenistan,TKM,701,TKM,1997,2,2
Turkmenistan,TKM,701,TKM,1998,2,3
Turkmenistan,TKM,701,TKM,1999,2,3
Turkmenistan,TKM,701,TKM,2000,2,3
Turkmenistan,TKM,701,TKM,2001,2,3
Turkmenistan,TKM,701,TKM,2002,2,3
Turkmenistan,TKM,701,TKM,2003,3,3
Turkmenistan,TKM,701,TKM,2004,3,3
Turkmenistan,TKM,701,TKM,2005,3,3
Turkmenistan,TKM,701,TKM,2006,3,3
Turkmenistan,TKM,701,TKM,2007,2,3
Turkmenistan,TKM,701,TKM,2008,2,3
Turkmenistan,TKM,701,TKM,2009,2,3
Turkmenistan,TKM,701,TKM,2010,2,4
Turkmenistan,TKM,701,TKM,2011,3,3
Tajikistan,TAJ,702,TJK,1991, , 
Tajikistan,TAJ,702,TJK,1992,5,4
Tajikistan,TAJ,702,TJK,1993,4,5
Tajikistan,TAJ,702,TJK,1994,2,4
Tajikistan,TAJ,702,TJK,1995,2,3
Tajikistan,TAJ,702,TJK,1996,3,3
Tajikistan,TAJ,702,TJK,1997,2,3
Tajikistan,TAJ,702,TJK,1998,2,4
Tajikistan,TAJ,702,TJK,1999,3,3
Tajikistan,TAJ,702,TJK,2000,2,3
Tajikistan,TAJ,702,TJK,2001,2,3
Tajikistan,TAJ,702,TJK,2002,2,3
Tajikistan,TAJ,702,TJK,2003,2,3
Tajikistan,TAJ,702,TJK,2004,2,3
Tajikistan,TAJ,702,TJK,2005,3,3
Tajikistan,TAJ,702,TJK,2006,3,3
Tajikistan,TAJ,702,TJK,2007,3,3
Tajikistan,TAJ,702,TJK,2008,2,3
Tajikistan,TAJ,702,TJK,2009,2,2
Tajikistan,TAJ,702,TJK,2010,2,2
Tajikistan,TAJ,702,TJK,2011,3,2
Kyrgyz Republic,KYR,703,KGZ,1991, , 
Kyrgyz Republic,KYR,703,KGZ,1992, ,1
Kyrgyz Republic,KYR,703,KGZ,1993,1,1
Kyrgyz Republic,KYR,703,KGZ,1994,2,1
Kyrgyz Republic,KYR,703,KGZ,1995,2,1
Kyrgyz Republic,KYR,703,KGZ,1996,2,1
Kyrgyz Republic,KYR,703,KGZ,1997,2,2
Kyrgyz Republic,KYR,703,KGZ,1998,2,2
Kyrgyz Republic,KYR,703,KGZ,1999,3,3
Kyrgyz Republic,KYR,703,KGZ,2000,2,3
Kyrgyz Republic,KYR,703,KGZ,2001,2,3
Kyrgyz Republic,KYR,703,KGZ,2002,2,3
Kyrgyz Republic,KYR,703,KGZ,2003,2,3
Kyrgyz Republic,KYR,703,KGZ,2004,2,3
Kyrgyz Republic,KYR,703,KGZ,2005,2,3
Kyrgyz Republic,KYR,703,KGZ,2006,3,3
Kyrgyz Republic,KYR,703,KGZ,2007,3,3
Kyrgyz Republic,KYR,703,KGZ,2008,1,2
Kyrgyz Republic,KYR,703,KGZ,2009,2,3
Kyrgyz Republic,KYR,703,KGZ,2010,4,4
Kyrgyz Republic,KYR,703,KGZ,2011,3,3
Uzbekistan,UZB,704,UZB,1991, , 
Uzbekistan,UZB,704,UZB,1992,1,2
Uzbekistan,UZB,704,UZB,1993,2,2
Uzbekistan,UZB,704,UZB,1994,2,2
Uzbekistan,UZB,704,UZB,1995,2,2
Uzbekistan,UZB,704,UZB,1996,2,2
Uzbekistan,UZB,704,UZB,1997,2,3
Uzbekistan,UZB,704,UZB,1998,2,3
Uzbekistan,UZB,704,UZB,1999,2,3
Uzbekistan,UZB,704,UZB,2000,2,3
Uzbekistan,UZB,704,UZB,2001,4,3
Uzbekistan,UZB,704,UZB,2002,4,3
Uzbekistan,UZB,704,UZB,2003,4,3
Uzbekistan,UZB,704,UZB,2004,3,3
Uzbekistan,UZB,704,UZB,2005,4,4
Uzbekistan,UZB,704,UZB,2006,3,3
Uzbekistan,UZB,704,UZB,2007,3,3
Uzbekistan,UZB,704,UZB,2008,3,3
Uzbekistan,UZB,704,UZB,2009,3,3
Uzbekistan,UZB,704,UZB,2010,3,3
Uzbekistan,UZB,704,UZB,2011,3,3
Kazakhstan,KZK,705,KAZ,1991, , 
Kazakhstan,KZK,705,KAZ,1992, ,1
Kazakhstan,KZK,705,KAZ,1993,1,1
Kazakhstan,KZK,705,KAZ,1994,1,3
Kazakhstan,KZK,705,KAZ,1995,2,1
Kazakhstan,KZK,705,KAZ,1996,2,3
Kazakhstan,KZK,705,KAZ,1997,2,2
Kazakhstan,KZK,705,KAZ,1998,2,4
Kazakhstan,KZK,705,KAZ,1999,2,3
Kazakhstan,KZK,705,KAZ,2000,3,3
Kazakhstan,KZK,705,KAZ,2001,3,3
Kazakhstan,KZK,705,KAZ,2002,3,3
Kazakhstan,KZK,705,KAZ,2003,1,3
Kazakhstan,KZK,705,KAZ,2004,2,3
Kazakhstan,KZK,705,KAZ,2005,2,3
Kazakhstan,KZK,705,KAZ,2006,2,3
Kazakhstan,KZK,705,KAZ,2007,2,3
Kazakhstan,KZK,705,KAZ,2008,3,2
Kazakhstan,KZK,705,KAZ,2009,3,2
Kazakhstan,KZK,705,KAZ,2010,3,3
Kazakhstan,KZK,705,KAZ,2011,3,3
China,CHN,710,CHN,1976,4, 
China,CHN,710,CHN,1977,4, 
China,CHN,710,CHN,1978,3, 
China,CHN,710,CHN,1979,3,3
China,CHN,710,CHN,1980,3,3
China,CHN,710,CHN,1981,2,3
China,CHN,710,CHN,1982,3,2
China,CHN,710,CHN,1983,3,2
China,CHN,710,CHN,1984,2,3
China,CHN,710,CHN,1985,3,3
China,CHN,710,CHN,1986,3,2
China,CHN,710,CHN,1987,3,3
China,CHN,710,CHN,1988,3,3
China,CHN,710,CHN,1989,5,5
China,CHN,710,CHN,1990,4,4
China,CHN,710,CHN,1991,4,3
China,CHN,710,CHN,1992,4,3
China,CHN,710,CHN,1993,3,3
China,CHN,710,CHN,1994,4,3
China,CHN,710,CHN,1995,3,3
China,CHN,710,CHN,1996,4,3
China,CHN,710,CHN,1997,4,4
China,CHN,710,CHN,1998,5,4
China,CHN,710,CHN,1999,4,4
China,CHN,710,CHN,2000,5,4
China,CHN,710,CHN,2001,4,4
China,CHN,710,CHN,2002,4,4
China,CHN,710,CHN,2003,4,4
China,CHN,710,CHN,2004,4,4
China,CHN,710,CHN,2005,4,4
China,CHN,710,CHN,2006,4,4
China,CHN,710,CHN,2007,4,3
China,CHN,710,CHN,2008,4,4
China,CHN,710,CHN,2009,4,4
China,CHN,710,CHN,2010,4,4
China,CHN,710,CHN,2011,4,4
Mongolia,MON,712,MNG,1976, , 
Mongolia,MON,712,MNG,1977, , 
Mongolia,MON,712,MNG,1978, , 
Mongolia,MON,712,MNG,1979, , 
Mongolia,MON,712,MNG,1980, , 
Mongolia,MON,712,MNG,1981, , 
Mongolia,MON,712,MNG,1982, , 
Mongolia,MON,712,MNG,1983, , 
Mongolia,MON,712,MNG,1984, , 
Mongolia,MON,712,MNG,1985, , 
Mongolia,MON,712,MNG,1986, , 
Mongolia,MON,712,MNG,1987, , 
Mongolia,MON,712,MNG,1988, , 
Mongolia,MON,712,MNG,1989, , 
Mongolia,MON,712,MNG,1990, , 
Mongolia,MON,712,MNG,1991, ,1
Mongolia,MON,712,MNG,1992,1,1
Mongolia,MON,712,MNG,1993,1,1
Mongolia,MON,712,MNG,1994,1,1
Mongolia,MON,712,MNG,1995,1,2
Mongolia,MON,712,MNG,1996,1,2
Mongolia,MON,712,MNG,1997, ,1
Mongolia,MON,712,MNG,1998, ,2
Mongolia,MON,712,MNG,1999, ,1
Mongolia,MON,712,MNG,2000, ,1
Mongolia,MON,712,MNG,2001, ,1
Mongolia,MON,712,MNG,2002, ,2
Mongolia,MON,712,MNG,2003,3,2
Mongolia,MON,712,MNG,2004,3,2
Mongolia,MON,712,MNG,2005,3,2
Mongolia,MON,712,MNG,2006,3,2
Mongolia,MON,712,MNG,2007,3,2
Mongolia,MON,712,MNG,2008,3,3
Mongolia,MON,712,MNG,2009,3,2
Mongolia,MON,712,MNG,2010,3,2
Mongolia,MON,712,MNG,2011,3,2
Taiwan,TAW,713,,1976, , 
Taiwan,TAW,713,,1977,3,3
Taiwan,TAW,713,,1978,3,2
Taiwan,TAW,713,,1979,3,2
Taiwan,TAW,713,,1980,3,3
Taiwan,TAW,713,,1981,3,3
Taiwan,TAW,713,,1982,3,2
Taiwan,TAW,713,,1983,3,2
Taiwan,TAW,713,,1984,2,2
Taiwan,TAW,713,,1985,2,2
Taiwan,TAW,713,,1986,2,2
Taiwan,TAW,713,,1987,2,2
Taiwan,TAW,713,,1988,2,3
Taiwan,TAW,713,,1989,2,2
Taiwan,TAW,713,,1990,2,2
Taiwan,TAW,713,,1991,2,2
Taiwan,TAW,713,,1992,1,2
Taiwan,TAW,713,,1993,2,2
Taiwan,TAW,713,,1994,2,2
Taiwan,TAW,713,,1995,2,1
Taiwan,TAW,713,,1996,1,1
Taiwan,TAW,713,,1997,2,2
Taiwan,TAW,713,,1998,2,1
Taiwan,TAW,713,,1999,1,1
Taiwan,TAW,713,,2000,1,1
Taiwan,TAW,713,,2001,3,1
Taiwan,TAW,713,,2002,1,1
Taiwan,TAW,713,,2003,2,1
Taiwan,TAW,713,,2004,1, 
Taiwan,TAW,713,,2005, ,1
Taiwan,TAW,713,,2006,1,1
Taiwan,TAW,713,,2007,1,1
Taiwan,TAW,713,,2008,1,1
Taiwan,TAW,713,,2009,1,1
Taiwan,TAW,713,,2010,1,1
Taiwan,TAW,713,,2011,1,1
North Korea (Democratc People's Republic of Korea),PRK,731,PRK,1976, , 
North Korea (Democratc People's Republic of Korea),PRK,731,PRK,1977, , 
North Korea (Democratc People's Republic of Korea),PRK,731,PRK,1978, , 
North Korea (Democratc People's Republic of Korea),PRK,731,PRK,1979, , 
North Korea (Democratc People's Republic of Korea),PRK,731,PRK,1980, , 
North Korea (Democratc People's Republic of Korea),PRK,731,PRK,1981, , 
North Korea (Democratc People's Republic of Korea),PRK,731,PRK,1982, , 
North Korea (Democratc People's Republic of Korea),PRK,731,PRK,1983, , 
North Korea (Democratc People's Republic of Korea),PRK,731,PRK,1984, , 
North Korea (Democratc People's Republic of Korea),PRK,731,PRK,1985, , 
North Korea (Democratc People's Republic of Korea),PRK,731,PRK,1986, , 
North Korea (Democratc People's Republic of Korea),PRK,731,PRK,1987, , 
North Korea (Democratc People's Republic of Korea),PRK,731,PRK,1988, , 
North Korea (Democratc People's Republic of Korea),PRK,731,PRK,1989, , 
North Korea (Democratc People's Republic of Korea),PRK,731,PRK,1990, , 
North Korea (Democratc People's Republic of Korea),PRK,731,PRK,1991, , 
North Korea (Democratc People's Republic of Korea),PRK,731,PRK,1992, , 
North Korea (Democratc People's Republic of Korea),PRK,731,PRK,1993, , 
North Korea (Democratc People's Republic of Korea),PRK,731,PRK,1994, , 
North Korea (Democratc People's Republic of Korea),PRK,731,PRK,1995, , 
North Korea (Democratc People's Republic of Korea),PRK,731,PRK,1996, , 
North Korea (Democratc People's Republic of Korea),PRK,731,PRK,1997, ,5
North Korea (Democratc People's Republic of Korea),PRK,731,PRK,1998, ,5
North Korea (Democratc People's Republic of Korea),PRK,731,PRK,1999, ,5
North Korea (Democratc People's Republic of Korea),PRK,731,PRK,2000, ,5
North Korea (Democratc People's Republic of Korea),PRK,731,PRK,2001, ,5
North Korea (Democratc People's Republic of Korea),PRK,731,PRK,2002,3,4
North Korea (Democratc People's Republic of Korea),PRK,731,PRK,2003,4,4
North Korea (Democratc People's Republic of Korea),PRK,731,PRK,2004,4,4
North Korea (Democratc People's Republic of Korea),PRK,731,PRK,2005,4,4
North Korea (Democratc People's Republic of Korea),PRK,731,PRK,2006,4,4
North Korea (Democratc People's Republic of Korea),PRK,731,PRK,2007,4,4
North Korea (Democratc People's Republic of Korea),PRK,731,PRK,2008, ,5
North Korea (Democratc People's Republic of Korea),PRK,731,PRK,2009,5,5
North Korea (Democratc People's Republic of Korea),PRK,731,PRK,2010,5,5
North Korea (Democratc People's Republic of Korea),PRK,731,PRK,2011,5,5
South Korea (Republic of Korea),ROK,732,KOR,1976,3,3
South Korea (Republic of Korea),ROK,732,KOR,1977,3,3
South Korea (Republic of Korea),ROK,732,KOR,1978,3,2
South Korea (Republic of Korea),ROK,732,KOR,1979,3,2
South Korea (Republic of Korea),ROK,732,KOR,1980,3,3
South Korea (Republic of Korea),ROK,732,KOR,1981,3,3
