"country","ccode","year","torture"
"Guatemala",90,1997,3
"Guinea",438,1997,4
"Guinea-Bissau",404,1997,2
"Guyana",110,1997,2
"Haiti",41,1997,4
"Honduras",91,1997,4
"Hungary",310,1997,2
"iceland",395,1997,2
"india",750,1997,4
"indonesia",850,1997,4
"iran",630,1997,3
"iraq",645,1997,5
"ireland",205,1997,2
"israel",666,1997,4
"italy",325,1997,2
"Jamaica",51,1997,2
"Japan",740,1997,3
"Jordan",663,1997,3
"Kazakhstan",705,1997,3
"Kenya",501,1997,4
"South Korea",732,1997,2
"North Korea",731,1997,NA
"Kuwait",690,1997,2
"Kyrgyzstan",703,1997,2
"Laos",812,1997,1
"Latvia",367,1997,2
"Lebanon",660,1997,3
"Lesotho",570,1997,2
"Liberia",450,1997,3
"Libya",620,1997,3
"Lithuania",368,1997,2
"Luxembourg",212,1997,1
"Macedonia",343,1997,2
"Madagascar",580,1997,3
"Malawi",553,1997,3
"Malaysia",820,1997,2
"Mali",432,1997,3
"Mauritania",435,1997,3
"Mauritius",590,1997,2
"Mexico",70,1997,5
"Moldova",359,1997,2
"Mongolia",712,1997,2
"Morocco",600,1997,3
"Mozambique",541,1997,4
"Myanmar",775,1997,3
"Namibia",565,1997,2
"Nepal",790,1997,4
"Netherlands",210,1997,1
"New Zealand",920,1997,1
"Nicaragua",93,1997,3
"Niger",436,1997,2
"Nigeria",475,1997,5
"Norway",385,1997,1
"Oman",698,1997,2
"Pakistan",770,1997,5
"Panama",95,1997,2
"Papua New Guinea",910,1997,2
"Paraguay",150,1997,3
"Peru",135,1997,5
"Philippines",840,1997,3
"Poland",290,1997,2
"Portugal",235,1997,1
"Qatar",694,1997,1
"Romania",360,1997,3
"Russia",365,1997,4
"Rwanda",517,1997,3
"Saudi Arabia",670,1997,3
"Senegal",433,1997,3
"Sierra Leone",451,1997,4
"Singapore",830,1997,2
"Slovak Republic",317,1997,2
"Slovenia",349,1997,1
"Somalia",520,1997,NA
"South Africa",560,1997,3
"Spain",230,1997,3
"Sri Lanka",780,1997,3
"Sudan",625,1997,4
"Swaziland",572,1997,3
"Sweden",380,1997,2
"Switzerland",225,1997,3
"Syria",652,1997,5
"Tajikistan",702,1997,3
"Tanzania",510,1997,3
"Thailand",800,1997,2
"Togo",461,1997,3
"Tonga",955,1997,1
"Tunisia",616,1997,3
"Turkey",640,1997,5
"Turkmenistan",701,1997,4
"Uganda",500,1997,3
"Ukraine",369,1997,3
"United Arab Emirates",696,1997,2
"United Kingdom",200,1997,2
"Uruguay",165,1997,2
"Uzbekistan",704,1997,4
"Venezuela",101,1997,3
"Vietnam",816,1997,NA
"Yemen, North",678,1997,NA
"Yemen",679,1997,5
"Yemen, South",680,1997,NA
"Yugoslavia",345,1997,5
"Zambia",551,1997,3
"Zimbabwe",552,1997,3
"Afghanistan",700,1998,5
"Albania",339,1998,3
"Algeria",615,1998,5
"Angola",540,1998,4
"Argentina",160,1998,4
"Armenia",371,1998,NA
"Australia",900,1998,2
"Austria",305,1998,2
"Azerbaijan",373,1998,NA
"Bahrain",692,1998,NA
"Bangladesh",771,1998,5
"Belarus",370,1998,NA
"Belgium",211,1998,1
"Benin",434,1998,1
"Bhutan",760,1998,2
"Bolivia",145,1998,3
"Bosnia and Herzegovina",346,1998,3
"Botswana",571,1998,2
"Brazil",140,1998,4
"Bulgaria",355,1998,2
"Burkina Faso",439,1998,2
"Burundi",516,1998,3
"Cambodia",811,1998,3
"Cameroon",471,1998,3
"Canada",20,1998,1
"Central African Repbulic",482,1998,4
"Chad",483,1998,3
"Chile",155,1998,3
"China",710,1998,3
"Colombia",100,1998,4
"Comoros",581,1998,2
"Congo, Republic of",484,1998,3
"Congo, Democratic Republic of",490,1998,4
"Costa Rica",94,1998,2
"ivory Coast",437,1998,4
"Croatia",344,1998,2
"Cuba",40,1998,2
"Cyprus",352,1998,2
"Czechoslovakia",315,1998,NA
"Czech Republic",316,1998,2
"Denmark",390,1998,1
"Djibouti",522,1998,4
"Dominican Republic",42,1998,3
"Ecuador",130,1998,3
"Egypt",651,1998,4
"El Salvador",92,1998,2
"Equatorial Guinea",411,1998,4
"Eritrea",531,1998,2
"Estonia",366,1998,2
"Ethiopia",530,1998,3
"Fiji",950,1998,2
"Finland",375,1998,1
"France",220,1998,2
"Gabon",481,1998,3
"Gambia",420,1998,2
"Georgia",372,1998,5
"Germany",255,1998,2
"Germany, East",265,1998,NA
"Germany, West",260,1998,NA
"Ghana",452,1998,3
"Greece",350,1998,2
"Guatemala",90,1998,3
"Guinea",438,1998,4
"Guinea-Bissau",404,1998,4
"Guyana",110,1998,2
"Haiti",41,1998,4
"Honduras",91,1998,3
"Hungary",310,1998,2
"iceland",395,1998,1
"india",750,1998,4
"indonesia",850,1998,4
"iran",630,1998,4
"iraq",645,1998,5
"ireland",205,1998,2
"israel",666,1998,4
"italy",325,1998,2
"Jamaica",51,1998,2
"Japan",740,1998,3
"Jordan",663,1998,3
"Kazakhstan",705,1998,3
"Kenya",501,1998,4
"South Korea",732,1998,3
"North Korea",731,1998,NA
"Kuwait",690,1998,2
"Kyrgyzstan",703,1998,2
"Laos",812,1998,2
"Latvia",367,1998,2
"Lebanon",660,1998,4
"Lesotho",570,1998,2
"Liberia",450,1998,4
"Libya",620,1998,3
"Lithuania",368,1998,2
"Luxembourg",212,1998,1
"Macedonia",343,1998,2
"Madagascar",580,1998,3
"Malawi",553,1998,2
"Malaysia",820,1998,3
"Mali",432,1998,3
"Mauritania",435,1998,2
"Mauritius",590,1998,2
"Mexico",70,1998,5
"Moldova",359,1998,2
"Mongolia",712,1998,2
"Morocco",600,1998,3
"Mozambique",541,1998,4
"Myanmar",775,1998,4
"Namibia",565,1998,2
"Nepal",790,1998,4
"Netherlands",210,1998,1
"New Zealand",920,1998,1
"Nicaragua",93,1998,3
"Niger",436,1998,1
"Nigeria",475,1998,4
"Norway",385,1998,1
"Oman",698,1998,2
"Pakistan",770,1998,5
"Panama",95,1998,2
"Papua New Guinea",910,1998,3
"Paraguay",150,1998,4
"Peru",135,1998,5
"Philippines",840,1998,3
"Poland",290,1998,2
"Portugal",235,1998,2
"Qatar",694,1998,1
"Romania",360,1998,2
"Russia",365,1998,5
"Rwanda",517,1998,3
"Saudi Arabia",670,1998,3
"Senegal",433,1998,3
"Sierra Leone",451,1998,5
"Singapore",830,1998,2
"Slovak Republic",317,1998,2
"Slovenia",349,1998,1
"Somalia",520,1998,NA
"South Africa",560,1998,3
"Spain",230,1998,3
"Sri Lanka",780,1998,3
"Sudan",625,1998,5
"Swaziland",572,1998,3
"Sweden",380,1998,2
"Switzerland",225,1998,4
"Syria",652,1998,5
"Tajikistan",702,1998,4
"Tanzania",510,1998,3
"Thailand",800,1998,2
"Togo",461,1998,3
"Tonga",955,1998,1
"Tunisia",616,1998,4
"Turkey",640,1998,5
"Turkmenistan",701,1998,4
"Uganda",500,1998,3
"Ukraine",369,1998,4
"United Arab Emirates",696,1998,2
"United Kingdom",200,1998,2
"Uruguay",165,1998,3
"Uzbekistan",704,1998,4
"Venezuela",101,1998,3
"Vietnam",816,1998,2
"Yemen, North",678,1998,NA
"Yemen",679,1998,4
"Yemen, South",680,1998,NA
"Yugoslavia",345,1998,5
"Zambia",551,1998,3
"Zimbabwe",552,1998,3
"Afghanistan",700,1999,NA
"Albania",339,1999,3
"Algeria",615,1999,5
"Angola",540,1999,5
"Argentina",160,1999,4
"Armenia",371,1999,NA
"Australia",900,1999,2
"Austria",305,1999,2
"Azerbaijan",373,1999,NA
"Bahrain",692,1999,NA
"Bangladesh",771,1999,5
"Belarus",370,1999,NA
"Belgium",211,1999,1
"Benin",434,1999,1
"Bhutan",760,1999,NA
"Bolivia",145,1999,3
"Bosnia and Herzegovina",346,1999,4
"Botswana",571,1999,2
"Brazil",140,1999,5
"Bulgaria",355,1999,3
"Burkina Faso",439,1999,2
"Burundi",516,1999,3
"Cambodia",811,1999,5
"Cameroon",471,1999,3
"Canada",20,1999,1
"Central African Repbulic",482,1999,3
"Chad",483,1999,3
"Chile",155,1999,2
"China",710,1999,3
"Colombia",100,1999,3
"Comoros",581,1999,2
"Congo, Republic of",484,1999,2
"Congo, Democratic Republic of",490,1999,4
"Costa Rica",94,1999,2
"ivory Coast",437,1999,4
"Croatia",344,1999,2
"Cuba",40,1999,2
"Cyprus",352,1999,2
"Czechoslovakia",315,1999,NA
"Czech Republic",316,1999,4
"Denmark",390,1999,1
"Djibouti",522,1999,4
"Dominican Republic",42,1999,3
"Ecuador",130,1999,3
"Egypt",651,1999,4
"El Salvador",92,1999,2
"Equatorial Guinea",411,1999,3
"Eritrea",531,1999,2
"Estonia",366,1999,2
"Ethiopia",530,1999,2
"Fiji",950,1999,2
"Finland",375,1999,1
"France",220,1999,2
"Gabon",481,1999,2
"Gambia",420,1999,2
"Georgia",372,1999,4
"Germany",255,1999,2
"Germany, East",265,1999,NA
"Germany, West",260,1999,NA
"Ghana",452,1999,2
"Greece",350,1999,2
"Guatemala",90,1999,3
"Guinea",438,1999,4
"Guinea-Bissau",404,1999,3
"Guyana",110,1999,2
"Haiti",41,1999,4
"Honduras",91,1999,3
"Hungary",310,1999,2
"iceland",395,1999,1
"india",750,1999,4
"indonesia",850,1999,5
"iran",630,1999,4
"iraq",645,1999,5
"ireland",205,1999,2
"israel",666,1999,3
"italy",325,1999,3
"Jamaica",51,1999,3
"Japan",740,1999,3
"Jordan",663,1999,3
"Kazakhstan",705,1999,3
"Kenya",501,1999,4
"South Korea",732,1999,3
"North Korea",731,1999,NA
"Kuwait",690,1999,2
"Kyrgyzstan",703,1999,2
"Laos",812,1999,3
"Latvia",367,1999,2
"Lebanon",660,1999,4
"Lesotho",570,1999,2
"Liberia",450,1999,3
"Libya",620,1999,3
"Lithuania",368,1999,2
"Luxembourg",212,1999,1
"Macedonia",343,1999,2
"Madagascar",580,1999,3
"Malawi",553,1999,2
"Malaysia",820,1999,3
"Mali",432,1999,1
"Mauritania",435,1999,2
"Mauritius",590,1999,2
"Mexico",70,1999,5
"Moldova",359,1999,3
"Mongolia",712,1999,3
"Morocco",600,1999,3
"Mozambique",541,1999,3
"Myanmar",775,1999,4
"Namibia",565,1999,3
"Nepal",790,1999,4
"Netherlands",210,1999,1
"New Zealand",920,1999,1
"Nicaragua",93,1999,3
"Niger",436,1999,2
"Nigeria",475,1999,3
"Norway",385,1999,1
"Oman",698,1999,2
"Pakistan",770,1999,5
"Panama",95,1999,2
"Papua New Guinea",910,1999,3
"Paraguay",150,1999,4
"Peru",135,1999,5
"Philippines",840,1999,3
"Poland",290,1999,2
"Portugal",235,1999,3
"Qatar",694,1999,1
"Romania",360,1999,4
"Russia",365,1999,5
"Rwanda",517,1999,3
"Saudi Arabia",670,1999,3
"Senegal",433,1999,3
"Sierra Leone",451,1999,2
"Singapore",830,1999,2
"Slovak Republic",317,1999,2
"Slovenia",349,1999,1
"Somalia",520,1999,NA
"South Africa",560,1999,3
"Spain",230,1999,3
"Sri Lanka",780,1999,3
"Sudan",625,1999,3
"Swaziland",572,1999,3
"Sweden",380,1999,1
"Switzerland",225,1999,2
"Syria",652,1999,5
"Tajikistan",702,1999,4
"Tanzania",510,1999,3
"Thailand",800,1999,3
"Togo",461,1999,3
"Tonga",955,1999,1
"Tunisia",616,1999,3
"Turkey",640,1999,5
"Turkmenistan",701,1999,4
"Uganda",500,1999,NA
"Ukraine",369,1999,3
"United Arab Emirates",696,1999,2
"United Kingdom",200,1999,2
"Uruguay",165,1999,2
"Uzbekistan",704,1999,4
"Venezuela",101,1999,4
"Vietnam",816,1999,2
"Yemen, North",678,1999,NA
"Yemen",679,1999,3
"Yemen, South",680,1999,NA
"Yugoslavia",345,1999,5
"Zambia",551,1999,3
"Zimbabwe",552,1999,3
