cowccode,iso3numeric,iso3alpha,year,LoT,RstrctAccess
436,562,NER,1999,Several,No
436,562,NER,2000,Systematic,No
436,562,NER,2001,No Allegations,No
436,562,NER,2002,No Allegations,No
436,562,NER,2003,No Allegations,No
436,562,NER,2004,No Allegations,No
436,562,NER,2005,No Allegations,No
437,384,CIV,1995,Routinely,No
437,384,CIV,1996,Several,No
437,384,CIV,1997,Several,No
437,384,CIV,1998,No Allegations,No
437,384,CIV,1999,Several,No
437,384,CIV,2000,Routinely,No
437,384,CIV,2001,Several,No
437,384,CIV,2002,Systematic,Yes
437,384,CIV,2003,Systematic,No
437,384,CIV,2004,Systematic,No
437,384,CIV,2005,Systematic,No
438,324,GIN,1995,Routinely,No
438,324,GIN,1996,No Allegations,No
438,324,GIN,1997,No Allegations,No
438,324,GIN,1998,Widespread,No
438,324,GIN,1999,Routinely,No
438,324,GIN,2000,Widespread,No
438,324,GIN,2001,Routinely,No
438,324,GIN,2002,No Allegations,No
438,324,GIN,2003,No Allegations,No
438,324,GIN,2004,No Allegations,No
438,324,GIN,2005,No Allegations,No
439,854,BFA,1995,Several,No
439,854,BFA,1996,"Allegation, No LoT",No
439,854,BFA,1997,No Allegations,No
439,854,BFA,1998,No Allegations,No
439,854,BFA,1999,"Allegation, No LoT",No
439,854,BFA,2000,No Allegations,No
439,854,BFA,2001,No Allegations,No
439,854,BFA,2002,No Allegations,No
439,854,BFA,2003,No Allegations,No
439,854,BFA,2004,No Allegations,No
439,854,BFA,2005,No Allegations,No
450,430,LBR,1995,-777,No
450,430,LBR,1996,Routinely,No
450,430,LBR,1997,"Allegation, No LoT",No
450,430,LBR,1998,Systematic,No
450,430,LBR,1999,Systematic,No
450,430,LBR,2000,Widespread,No
450,430,LBR,2001,Systematic,No
450,430,LBR,2002,Routinely,No
450,430,LBR,2003,Systematic,No
450,430,LBR,2004,"Allegation, No LoT",No
450,430,LBR,2005,Systematic,No
451,694,SLE,1995,Systematic,No
451,694,SLE,1996,Widespread,No
451,694,SLE,1997,-777,No
451,694,SLE,1998,-777,No
451,694,SLE,1999,-777,No
451,694,SLE,2000,-777,No
451,694,SLE,2001,Systematic,No
451,694,SLE,2002,No Allegations,No
451,694,SLE,2003,Routinely,No
451,694,SLE,2004,No Allegations,No
451,694,SLE,2005,No Allegations,No
452,288,GHA,1995,"Allegation, No LoT",No
452,288,GHA,1996,"Allegation, No LoT",No
452,288,GHA,1997,"Allegation, No LoT",No
452,288,GHA,1998,"Allegation, No LoT",No
452,288,GHA,1999,"Allegation, No LoT",No
452,288,GHA,2000,"Allegation, No LoT",No
452,288,GHA,2001,"Allegation, No LoT",No
452,288,GHA,2002,"Allegation, No LoT",No
452,288,GHA,2003,"Allegation, No LoT",No
452,288,GHA,2004,No Allegations,No
452,288,GHA,2005,No Allegations,No
461,768,TGO,1995,Several,No
461,768,TGO,1996,Systematic,No
461,768,TGO,1997,Systematic,No
461,768,TGO,1998,Systematic,No
461,768,TGO,1999,Systematic,Yes
461,768,TGO,2000,Widespread,No
461,768,TGO,2001,Systematic,No
461,768,TGO,2002,No Allegations,No
461,768,TGO,2003,Widespread,No
461,768,TGO,2004,Widespread,No
461,768,TGO,2005,Widespread,No
471,120,CMR,1995,Routinely,No
471,120,CMR,1996,Routinely,No
471,120,CMR,1997,Systematic,No
471,120,CMR,1998,Routinely,No
471,120,CMR,1999,Systematic,No
471,120,CMR,2000,Systematic,No
471,120,CMR,2001,Routinely,No
471,120,CMR,2002,Routinely,No
471,120,CMR,2003,Routinely,No
471,120,CMR,2004,No Allegations,No
471,120,CMR,2005,Routinely,No
475,566,NGA,1995,Systematic,No
475,566,NGA,1996,Systematic,No
475,566,NGA,1997,Systematic,Yes
475,566,NGA,1998,Systematic,No
475,566,NGA,1999,Systematic,No
475,566,NGA,2000,Systematic,No
475,566,NGA,2001,No Allegations,No
475,566,NGA,2002,Systematic,No
475,566,NGA,2003,Systematic,No
475,566,NGA,2004,Systematic,No
475,566,NGA,2005,Systematic,No
481,266,GAB,1995,No Allegations,No
481,266,GAB,1996,No Allegations,No
481,266,GAB,1997,No Allegations,No
481,266,GAB,1998,No Allegations,No
481,266,GAB,1999,No Allegations,No
481,266,GAB,2000,No Allegations,No
481,266,GAB,2001,No Allegations,No
481,266,GAB,2002,No Allegations,No
481,266,GAB,2003,No Allegations,No
481,266,GAB,2004,No Allegations,No
481,266,GAB,2005,No Allegations,No
482,140,CAF,1995,No Allegations,No
482,140,CAF,1996,No Allegations,No
482,140,CAF,1997,No Allegations,No
482,140,CAF,1998,No Allegations,No
482,140,CAF,1999,No Allegations,No
482,140,CAF,2000,No Allegations,No
482,140,CAF,2001,Systematic,No
482,140,CAF,2002,Systematic,No
482,140,CAF,2003,Systematic,No
482,140,CAF,2004,No Allegations,No
482,140,CAF,2005,No Allegations,No
483,148,TCD,1995,Routinely,No
483,148,TCD,1996,Widespread,No
483,148,TCD,1997,Systematic,No
483,148,TCD,1998,"Allegation, No LoT",No
483,148,TCD,1999,Routinely,No
483,148,TCD,2000,Routinely,No
483,148,TCD,2001,Routinely,Yes
483,148,TCD,2002,Several,No
483,148,TCD,2003,"Allegation, No LoT",No
483,148,TCD,2004,Widespread,No
483,148,TCD,2005,No Allegations,No
484,178,COG,1995,Several,No
484,178,COG,1996,Several,No
484,178,COG,1997,No Allegations,No
484,178,COG,1998,Several,No
484,178,COG,1999,Widespread,No
484,178,COG,2000,"Allegation, No LoT",No
484,178,COG,2001,No Allegations,No
484,178,COG,2002,"Allegation, No LoT",No
484,178,COG,2003,"Allegation, No LoT",No
484,178,COG,2004,No Allegations,No
484,178,COG,2005,No Allegations,No
490,180,COD,1995,-999,No
490,180,COD,1996,-999,No
490,180,COD,1997,-999,No
490,180,COD,1998,-999,No
490,180,COD,1999,-999,No
490,180,COD,2000,-999,No
490,180,COD,2001,Widespread,No
490,180,COD,2002,Widespread,Yes
490,180,COD,2003,Systematic,Yes
490,180,COD,2004,Systematic,Yes
490,180,COD,2005,Systematic,No
500,800,UGA,1995,Routinely,No
500,800,UGA,1996,Widespread,No
500,800,UGA,1997,Widespread,No
500,800,UGA,1998,Systematic,No
500,800,UGA,1999,Routinely,No
500,800,UGA,2000,"Allegation, No LoT",No
500,800,UGA,2001,Several,No
500,800,UGA,2002,Widespread,No
500,800,UGA,2003,Widespread,No
500,800,UGA,2004,Infrequent,No
500,800,UGA,2005,Widespread,No
501,404,KEN,1995,Systematic,No
501,404,KEN,1996,Systematic,No
501,404,KEN,1997,Systematic,No
501,404,KEN,1998,Systematic,No
501,404,KEN,1999,Systematic,No
501,404,KEN,2000,Systematic,Yes
501,404,KEN,2001,Widespread,No
501,404,KEN,2002,Systematic,No
501,404,KEN,2003,Systematic,No
501,404,KEN,2004,Systematic,No
501,404,KEN,2005,Systematic,No
510,834,TZA,1995,Routinely,No
510,834,TZA,1996,Several,Yes
510,834,TZA,1997,Several,No
510,834,TZA,1998,No Allegations,No
510,834,TZA,1999,Routinely,No
510,834,TZA,2000,Widespread,No
510,834,TZA,2001,Systematic,No
510,834,TZA,2002,Systematic,No
510,834,TZA,2003,No Allegations,No
510,834,TZA,2004,No Allegations,No
510,834,TZA,2005,Widespread,No
516,108,BDI,1995,-777,No
516,108,BDI,1996,Systematic,No
516,108,BDI,1997,Systematic,Yes
516,108,BDI,1998,Systematic,No
516,108,BDI,1999,Systematic,No
516,108,BDI,2000,Routinely,No
516,108,BDI,2001,Routinely,No
516,108,BDI,2002,Widespread,No
516,108,BDI,2003,Systematic,No
516,108,BDI,2004,Systematic,No
516,108,BDI,2005,Several,No
517,646,RWA,1995,Widespread,No
517,646,RWA,1996,Widespread,No
517,646,RWA,1997,Systematic,Yes
517,646,RWA,1998,Systematic,Yes
517,646,RWA,1999,Systematic,Yes
517,646,RWA,2000,Systematic,Yes
517,646,RWA,2001,Systematic,No
517,646,RWA,2002,Routinely,No
517,646,RWA,2003,Widespread,No
517,646,RWA,2004,No Allegations,No
517,646,RWA,2005,Widespread,Yes
520,706,SOM,1995,-777,No
520,706,SOM,1996,-777,No
520,706,SOM,1997,-777,No
520,706,SOM,1998,-777,No
520,706,SOM,1999,-777,No
520,706,SOM,2000,-777,No
520,706,SOM,2001,-777,No
520,706,SOM,2002,-777,No
520,706,SOM,2003,-777,No
520,706,SOM,2004,-777,No
520,706,SOM,2005,-777,No
530,231,ETH,1995,Infrequent,No
530,231,ETH,1996,"Allegation, No LoT",No
530,231,ETH,1997,"Allegation, No LoT",No
530,231,ETH,1998,Several,No
530,231,ETH,1999,"Allegation, No LoT",No
530,231,ETH,2000,Routinely,No
530,231,ETH,2001,Several,No
530,231,ETH,2002,Several,No
530,231,ETH,2003,"Allegation, No LoT",No
530,231,ETH,2004,No Allegations,No
530,231,ETH,2005,No Allegations,No
531,232,ERI,1995,"Allegation, No LoT",No
531,232,ERI,1996,No Allegations,No
531,232,ERI,1997,No Allegations,No
531,232,ERI,1998,"Allegation, No LoT",No
531,232,ERI,1999,"Allegation, No LoT",No
531,232,ERI,2000,Routinely,No
531,232,ERI,2001,No Allegations,No
531,232,ERI,2002,Several,No
531,232,ERI,2003,Widespread,No
531,232,ERI,2004,Systematic,No
531,232,ERI,2005,Several,No
540,24,AGO,1995,"Allegation, No LoT",No
540,24,AGO,1996,"Allegation, No LoT",No
540,24,AGO,1997,"Allegation, No LoT",No
540,24,AGO,1998,"Allegation, No LoT",No
540,24,AGO,1999,Several,No
540,24,AGO,2000,"Allegation, No LoT",No
540,24,AGO,2001,No Allegations,No
540,24,AGO,2002,Systematic,No
540,24,AGO,2003,Several,No
540,24,AGO,2004,"Allegation, No LoT",No
540,24,AGO,2005,"Allegation, No LoT",No
541,508,MOZ,1995,Systematic,No
541,508,MOZ,1996,Widespread,No
541,508,MOZ,1997,Routinely,No
541,508,MOZ,1998,Systematic,No
541,508,MOZ,1999,Routinely,No
541,508,MOZ,2000,Systematic,No
541,508,MOZ,2001,Routinely,No
541,508,MOZ,2002,Systematic,No
541,508,MOZ,2003,Infrequent,No
541,508,MOZ,2004,Systematic,No
541,508,MOZ,2005,Widespread,No
551,894,ZMB,1995,No Allegations,No
551,894,ZMB,1996,Widespread,No
551,894,ZMB,1997,Routinely,No
551,894,ZMB,1998,Widespread,Yes
551,894,ZMB,1999,Widespread,No
551,894,ZMB,2000,Routinely,No
551,894,ZMB,2001,Widespread,No
551,894,ZMB,2002,Routinely,No
551,894,ZMB,2003,Routinely,No
551,894,ZMB,2004,Routinely,No
551,894,ZMB,2005,Routinely,No
552,716,ZWE,1995,Widespread,No
552,716,ZWE,1996,Systematic,No
552,716,ZWE,1997,No Allegations,No
552,716,ZWE,1998,Systematic,No
552,716,ZWE,1999,Systematic,No
552,716,ZWE,2000,Systematic,No
552,716,ZWE,2001,Systematic,No
552,716,ZWE,2002,Systematic,No
552,716,ZWE,2003,Systematic,No
552,716,ZWE,2004,Systematic,No
552,716,ZWE,2005,Systematic,No
553,454,MWI,1995,No Allegations,No
553,454,MWI,1996,No Allegations,No
553,454,MWI,1997,No Allegations,No
553,454,MWI,1998,No Allegations,No
553,454,MWI,1999,No Allegations,No
553,454,MWI,2000,Several,No
553,454,MWI,2001,Several,No
553,454,MWI,2002,Widespread,No
553,454,MWI,2003,Widespread,No
553,454,MWI,2004,No Allegations,No
553,454,MWI,2005,No Allegations,No
560,710,ZAF,1995,Systematic,No
560,710,ZAF,1996,Routinely,No
560,710,ZAF,1997,Routinely,No
560,710,ZAF,1998,Routinely,No
560,710,ZAF,1999,Routinely,No
560,710,ZAF,2000,Routinely,No
560,710,ZAF,2001,Routinely,No
560,710,ZAF,2002,Routinely,No
560,710,ZAF,2003,No Allegations,No
560,710,ZAF,2004,No Allegations,No
560,710,ZAF,2005,No Allegations,No
565,516,NAM,1995,No Allegations,No
565,516,NAM,1996,No Allegations,No
565,516,NAM,1997,Routinely,No
565,516,NAM,1998,Routinely,No
565,516,NAM,1999,Routinely,No
565,516,NAM,2000,Routinely,No
565,516,NAM,2001,Routinely,No
565,516,NAM,2002,Routinely,No
565,516,NAM,2003,Widespread,No
565,516,NAM,2004,No Allegations,No
565,516,NAM,2005,No Allegations,No
570,426,LSO,1995,Several,Yes
570,426,LSO,1996,Routinely,No
570,426,LSO,1997,Routinely,No
570,426,LSO,1998,-777,No
570,426,LSO,1999,Systematic,No
570,426,LSO,2000,No Allegations,No
570,426,LSO,2001,No Allegations,No
570,426,LSO,2002,Routinely,No
570,426,LSO,2003,No Allegations,No
570,426,LSO,2004,No Allegations,No
570,426,LSO,2005,No Allegations,No
571,72,BWA,1995,No Allegations,No
571,72,BWA,1996,No Allegations,No
571,72,BWA,1997,"Allegation, No LoT",No
571,72,BWA,1998,"Allegation, No LoT",No
571,72,BWA,1999,"Allegation, No LoT",No
571,72,BWA,2000,"Allegation, No LoT",No
571,72,BWA,2001,"Allegation, No LoT",No
571,72,BWA,2002,Infrequent,No
571,72,BWA,2003,No Allegations,No
571,72,BWA,2004,No Allegations,No
571,72,BWA,2005,No Allegations,No
572,748,SWZ,1995,"Allegation, No LoT",No
572,748,SWZ,1996,Routinely,No
572,748,SWZ,1997,Routinely,No
572,748,SWZ,1998,Routinely,No
572,748,SWZ,1999,Routinely,No
572,748,SWZ,2000,Routinely,No
572,748,SWZ,2001,Routinely,No
572,748,SWZ,2002,Routinely,No
572,748,SWZ,2003,No Allegations,No
572,748,SWZ,2004,"Allegation, No LoT",No
572,748,SWZ,2005,Several,No
580,450,MDG,1995,No Allegations,No
580,450,MDG,1996,No Allegations,No
580,450,MDG,1997,No Allegations,No
580,450,MDG,1998,No Allegations,No
580,450,MDG,1999,No Allegations,No
580,450,MDG,2000,No Allegations,No
580,450,MDG,2001,"Allegation, No LoT",No
580,450,MDG,2002,Systematic,No
580,450,MDG,2003,No Allegations,No
580,450,MDG,2004,No Allegations,No
580,450,MDG,2005,No Allegations,No
590,480,MUS,1995,No Allegations,No
590,480,MUS,1996,No Allegations,No
590,480,MUS,1997,No Allegations,No
590,480,MUS,1998,No Allegations,No
590,480,MUS,1999,No Allegations,No
590,480,MUS,2000,No Allegations,No
590,480,MUS,2001,Several,No
590,480,MUS,2002,Systematic,No
590,480,MUS,2003,No Allegations,No
590,480,MUS,2004,No Allegations,No
590,480,MUS,2005,No Allegations,No
600,504,MAR,1995,Continued,No
600,504,MAR,1996,No Allegations,No
600,504,MAR,1997,Several,No
600,504,MAR,1998,Several,No
600,504,MAR,1999,Several,No
600,504,MAR,2000,Several,No
600,504,MAR,2001,Several,No
600,504,MAR,2002,Several,No
600,504,MAR,2003,Several,No
600,504,MAR,2004,Several,No
600,504,MAR,2005,Infrequent,No
615,12,DZA,1995,Systematic,No
615,12,DZA,1996,Widespread,No
615,12,DZA,1997,Widespread,No
615,12,DZA,1998,Widespread,No
615,12,DZA,1999,Widespread,No
615,12,DZA,2000,Widespread,No
615,12,DZA,2001,Widespread,No
615,12,DZA,2002,Widespread,No
615,12,DZA,2003,Systematic,No
615,12,DZA,2004,Widespread,No
615,12,DZA,2005,Widespread,No
616,788,TUN,1995,Systematic,Yes
616,788,TUN,1996,Systematic,Yes
616,788,TUN,1997,Systematic,Yes
616,788,TUN,1998,Systematic,Yes
616,788,TUN,1999,Widespread,Yes
616,788,TUN,2000,Widespread,Yes
616,788,TUN,2001,Systematic,No
616,788,TUN,2002,Routinely,No
616,788,TUN,2003,Widespread,No
616,788,TUN,2004,Widespread,No
616,788,TUN,2005,Systematic,No
620,434,LBY,1995,Routinely,No
620,434,LBY,1996,Routinely,No
620,434,LBY,1997,Routinely,No
620,434,LBY,1998,Routinely,No
620,434,LBY,1999,Routinely,No
620,434,LBY,2000,Several,No
620,434,LBY,2001,Several,No
620,434,LBY,2002,Widespread,No
620,434,LBY,2003,No Allegations,No
620,434,LBY,2004,Widespread,No
620,434,LBY,2005,Systematic,No
625,736,SDN,1995,Systematic,No
625,736,SDN,1996,Widespread,No
625,736,SDN,1997,Routinely,No
625,736,SDN,1998,Systematic,No
625,736,SDN,1999,Systematic,No
625,736,SDN,2000,Systematic,No
625,736,SDN,2001,"Allegation, No LoT",No
625,736,SDN,2002,Routinely,No
625,736,SDN,2003,Widespread,Yes
625,736,SDN,2004,Systematic,No
625,736,SDN,2005,Widespread,No
630,364,IRN,1995,Systematic,No
630,364,IRN,1996,No Allegations,No
630,364,IRN,1997,No Allegations,No
630,364,IRN,1998,Several,No
630,364,IRN,1999,Widespread,No
630,364,IRN,2000,Widespread,No
630,364,IRN,2001,Systematic,No
630,364,IRN,2002,No Allegations,No
630,364,IRN,2003,No Allegations,No
630,364,IRN,2004,Routinely,No
630,364,IRN,2005,Routinely,No
640,792,TUR,1995,Systematic,Yes
640,792,TUR,1996,Systematic,Yes
640,792,TUR,1997,Systematic,Yes
640,792,TUR,1998,Systematic,No
640,792,TUR,1999,Systematic,Yes
640,792,TUR,2000,Systematic,No
640,792,TUR,2001,Systematic,No
640,792,TUR,2002,Systematic,No
640,792,TUR,2003,Routinely,No
640,792,TUR,2004,Widespread,No
640,792,TUR,2005,Systematic,No
645,368,IRQ,1995,Systematic,No
645,368,IRQ,1996,Systematic,No
645,368,IRQ,1997,Systematic,No
645,368,IRQ,1998,Systematic,No
645,368,IRQ,1999,Systematic,No
645,368,IRQ,2000,Systematic,No
645,368,IRQ,2001,Systematic,No
645,368,IRQ,2002,Systematic,No
645,368,IRQ,2003,-777,No
645,368,IRQ,2004,-777,No
645,368,IRQ,2005,Widespread,No
651,818,EGY,1995,Systematic,No
651,818,EGY,1996,Systematic,No
651,818,EGY,1997,Systematic,No
651,818,EGY,1998,Systematic,No
651,818,EGY,1999,Systematic,No
651,818,EGY,2000,Systematic,No
651,818,EGY,2001,Systematic,No
651,818,EGY,2002,Systematic,No
651,818,EGY,2003,Systematic,No
651,818,EGY,2004,Systematic,No
651,818,EGY,2005,Systematic,No
652,760,SYR,1995,Systematic,No
652,760,SYR,1996,Routinely,No
652,760,SYR,1997,Routinely,No
652,760,SYR,1998,Widespread,No
652,760,SYR,1999,Widespread,No
652,760,SYR,2000,Systematic,No
652,760,SYR,2001,Systematic,No
652,760,SYR,2002,Routinely,No
652,760,SYR,2003,Widespread,No
652,760,SYR,2004,Widespread,No
652,760,SYR,2005,Systematic,No
660,422,LBN,1995,-999,No
660,422,LBN,1996,-999,No
660,422,LBN,1997,-999,No
660,422,LBN,1998,-999,No
660,422,LBN,1999,-999,No
660,422,LBN,2000,-999,No
660,422,LBN,2001,Systematic,No
660,422,LBN,2002,Several,No
660,422,LBN,2003,Several,No
660,422,LBN,2004,"Allegation, No LoT",No
660,422,LBN,2005,"Allegation, No LoT",No
663,400,JOR,1995,Systematic,No
663,400,JOR,1996,Systematic,No
663,400,JOR,1997,Systematic,No
663,400,JOR,1998,Systematic,No
663,400,JOR,1999,Several,No
663,400,JOR,2000,Several,No
663,400,JOR,2001,Systematic,No
663,400,JOR,2002,Systematic,No
663,400,JOR,2003,Systematic,No
663,400,JOR,2004,Systematic,No
663,400,JOR,2005,Systematic,No
665,376,ISR,1995,Systematic,No
665,376,ISR,1996,Systematic,No
665,376,ISR,1997,Systematic,Yes
665,376,ISR,1998,Systematic,No
665,376,ISR,1999,Systematic,No
665,376,ISR,2000,Systematic,No
665,376,ISR,2001,Systematic,No
665,376,ISR,2002,Systematic,No
665,376,ISR,2003,Widespread,No
665,376,ISR,2004,No Allegations,No
665,376,ISR,2005,Routinely,No
670,682,SAU,1995,Systematic,No
670,682,SAU,1996,Routinely,No
670,682,SAU,1997,Widespread,No
670,682,SAU,1998,Systematic,No
670,682,SAU,1999,Systematic,No
670,682,SAU,2000,Systematic,No
670,682,SAU,2001,Systematic,No
670,682,SAU,2002,Systematic,No
670,682,SAU,2003,Systematic,No
670,682,SAU,2004,No Allegations,No
670,682,SAU,2005,Widespread,No
678,886,YEM,1995,Systematic,No
678,886,YEM,1996,Systematic,No
678,886,YEM,1997,Systematic,Yes
678,886,YEM,1998,Several,No
678,886,YEM,1999,Routinely,No
678,886,YEM,2000,Several,No
678,886,YEM,2001,Systematic,No
678,886,YEM,2002,Widespread,No
678,886,YEM,2003,Systematic,No
678,886,YEM,2004,Several,No
678,886,YEM,2005,Infrequent,No
690,414,KWT,1995,Systematic,No
690,414,KWT,1996,Systematic,No
690,414,KWT,1997,Systematic,No
690,414,KWT,1998,Systematic,No
690,414,KWT,1999,No Allegations,No
690,414,KWT,2000,No Allegations,No
690,414,KWT,2001,Systematic,No
690,414,KWT,2002,Systematic,No
690,414,KWT,2003,Systematic,No
690,414,KWT,2004,No Allegations,No
690,414,KWT,2005,No Allegations,No
694,634,QAT,1995,No Allegations,No
694,634,QAT,1996,No Allegations,No
694,634,QAT,1997,No Allegations,No
694,634,QAT,1998,No Allegations,No
694,634,QAT,1999,No Allegations,No
694,634,QAT,2000,No Allegations,No
694,634,QAT,2001,No Allegations,No
694,634,QAT,2002,No Allegations,No
694,634,QAT,2003,No Allegations,No
694,634,QAT,2004,No Allegations,No
694,634,QAT,2005,No Allegations,No
696,784,ARE,1995,No Allegations,No
696,784,ARE,1996,No Allegations,No
696,784,ARE,1997,No Allegations,No
696,784,ARE,1998,No Allegations,No
696,784,ARE,1999,No Allegations,No
696,784,ARE,2000,No Allegations,No
696,784,ARE,2001,"Allegation, No LoT",No
696,784,ARE,2002,No Allegations,No
696,784,ARE,2003,No Allegations,No
696,784,ARE,2004,No Allegations,No
696,784,ARE,2005,No Allegations,No
698,512,OMN,1995,No Allegations,No
698,512,OMN,1996,No Allegations,No
698,512,OMN,1997,No Allegations,No
698,512,OMN,1998,Infrequent,No
698,512,OMN,1999,No Allegations,No
698,512,OMN,2000,No Allegations,No
698,512,OMN,2001,No Allegations,No
698,512,OMN,2002,No Allegations,No
698,512,OMN,2003,No Allegations,No
698,512,OMN,2004,No Allegations,No
698,512,OMN,2005,Several,No
700,4,AFG,1995,-777,No
700,4,AFG,1996,No Allegations,No
700,4,AFG,1997,"Allegation, No LoT",No
700,4,AFG,1998,Routinely,No
700,4,AFG,1999,No Allegations,No
700,4,AFG,2000,Systematic,No
700,4,AFG,2001,No Allegations,No
700,4,AFG,2002,"Allegation, No LoT",No
700,4,AFG,2003,-777,No
700,4,AFG,2004,-777,No
700,4,AFG,2005,"Allegation, No LoT",No
701,795,TKM,1995,Several,No
701,795,TKM,1996,Widespread,No
701,795,TKM,1997,Routinely,No
701,795,TKM,1998,Several,No
701,795,TKM,1999,Several,Yes
701,795,TKM,2000,Systematic,No
701,795,TKM,2001,Systematic,No
701,795,TKM,2002,Widespread,No
701,795,TKM,2003,Widespread,Yes
701,795,TKM,2004,Widespread,Yes
701,795,TKM,2005,Widespread,No
702,762,TJK,1995,No Allegations,No
702,762,TJK,1996,No Allegations,No
702,762,TJK,1997,No Allegations,No
702,762,TJK,1998,No Allegations,No
702,762,TJK,1999,No Allegations,No
702,762,TJK,2000,"Allegation, No LoT",No
702,762,TJK,2001,Systematic,No
702,762,TJK,2002,No Allegations,No
702,762,TJK,2003,No Allegations,No
702,762,TJK,2004,Systematic,No
702,762,TJK,2005,Widespread,No
703,417,KGZ,1995,No Allegations,No
703,417,KGZ,1996,"Allegation, No LoT",No
703,417,KGZ,1997,"Allegation, No LoT",No
703,417,KGZ,1998,Several,No
703,417,KGZ,1999,Several,No
703,417,KGZ,2000,Several,No
703,417,KGZ,2001,Several,No
703,417,KGZ,2002,Several,No
703,417,KGZ,2003,Several,No
703,417,KGZ,2004,Several,No
703,417,KGZ,2005,Several,Yes
704,860,UZB,1995,Several,No
704,860,UZB,1996,Several,No
704,860,UZB,1997,Several,No
704,860,UZB,1998,Several,No
704,860,UZB,1999,Several,Yes
704,860,UZB,2000,Systematic,No
704,860,UZB,2001,Systematic,No
704,860,UZB,2002,Systematic,No
704,860,UZB,2003,Systematic,No
704,860,UZB,2004,Systematic,No
704,860,UZB,2005,Systematic,No
705,398,KAZ,1995,No Allegations,No
705,398,KAZ,1996,Widespread,No
705,398,KAZ,1997,Widespread,No
705,398,KAZ,1998,Widespread,No
705,398,KAZ,1999,No Allegations,No
705,398,KAZ,2000,Widespread,No
705,398,KAZ,2001,Widespread,No
705,398,KAZ,2002,Several,No
705,398,KAZ,2003,No Allegations,No
705,398,KAZ,2004,Several,No
705,398,KAZ,2005,No Allegations,No
710,156,CHN,1995,Widespread,Yes
710,156,CHN,1996,Systematic,Yes
710,156,CHN,1997,Systematic,No
710,156,CHN,1998,Widespread,No
710,156,CHN,1999,Systematic,No
710,156,CHN,2000,Systematic,No
710,156,CHN,2001,Widespread,No
710,156,CHN,2002,Systematic,No
710,156,CHN,2003,Systematic,No
710,156,CHN,2004,Systematic,No
710,156,CHN,2005,Systematic,No
712,496,MNG,1995,"Allegation, No LoT",No
712,496,MNG,1996,No Allegations,No
712,496,MNG,1997,No Allegations,No
712,496,MNG,1998,No Allegations,No
712,496,MNG,1999,No Allegations,No
712,496,MNG,2000,No Allegations,No
712,496,MNG,2001,No Allegations,No
712,496,MNG,2002,No Allegations,No
712,496,MNG,2003,Widespread,No
712,496,MNG,2004,No Allegations,No
712,496,MNG,2005,Systematic,No
731,408,PRK,1995,Several,No
731,408,PRK,1996,Several,Yes
731,408,PRK,1997,Several,Yes
731,408,PRK,1998,Several,Yes
731,408,PRK,1999,No Allegations,Yes
731,408,PRK,2000,Routinely,Yes
731,408,PRK,2001,Routinely,Yes
731,408,PRK,2002,Widespread,Yes
731,408,PRK,2003,Widespread,Yes
731,408,PRK,2004,Systematic,Yes
731,408,PRK,2005,Widespread,Yes
732,410,KOR,1995,Routinely,No
732,410,KOR,1996,Widespread,No
732,410,KOR,1997,Routinely,No
732,410,KOR,1998,Routinely,No
732,410,KOR,1999,Several,No
732,410,KOR,2000,"Allegation, No LoT",No
732,410,KOR,2001,"Allegation, No LoT",No
732,410,KOR,2002,Widespread,No
732,410,KOR,2003,No Allegations,No
732,410,KOR,2004,No Allegations,No
732,410,KOR,2005,No Allegations,No
740,392,JPN,1995,"Allegation, No LoT",No
740,392,JPN,1996,"Allegation, No LoT",No
740,392,JPN,1997,Systematic,No
740,392,JPN,1998,Systematic,Yes
740,392,JPN,1999,Systematic,No
740,392,JPN,2000,"Allegation, No LoT",No
740,392,JPN,2001,"Allegation, No LoT",No
740,392,JPN,2002,"Allegation, No LoT",No
740,392,JPN,2003,Continued,No
740,392,JPN,2004,No Allegations,No
740,392,JPN,2005,"Allegation, No LoT",No
750,356,IND,1995,Systematic,Yes
750,356,IND,1996,Systematic,Yes
750,356,IND,1997,Systematic,No
750,356,IND,1998,Systematic,No
750,356,IND,1999,Widespread,No
750,356,IND,2000,Systematic,Yes
750,356,IND,2001,Systematic,No
750,356,IND,2002,Systematic,Yes
750,356,IND,2003,Systematic,No
750,356,IND,2004,Systematic,No
750,356,IND,2005,No Allegations,No
770,586,PAK,1995,Systematic,No
770,586,PAK,1996,Systematic,No
770,586,PAK,1997,Widespread,No
770,586,PAK,1998,Widespread,No
770,586,PAK,1999,Widespread,No
770,586,PAK,2000,Widespread,No
770,586,PAK,2001,Routinely,No
770,586,PAK,2002,Systematic,No
770,586,PAK,2003,Routinely,No
770,586,PAK,2004,Widespread,No
770,586,PAK,2005,Routinely,No
771,50,BGD,1995,Widespread,No
771,50,BGD,1996,Routinely,No
771,50,BGD,1997,Widespread,No
771,50,BGD,1998,Widespread,No
771,50,BGD,1999,No Allegations,No
771,50,BGD,2000,Widespread,No
771,50,BGD,2001,Widespread,No
771,50,BGD,2002,Routinely,No
771,50,BGD,2003,Widespread,No
771,50,BGD,2004,No Allegations,No
771,50,BGD,2005,Widespread,No
775,104,MMR,1995,Systematic,No
775,104,MMR,1996,Widespread,No
775,104,MMR,1997,Widespread,No
775,104,MMR,1998,Systematic,No
